2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	INFO	[Classes.py:135]	failed to add node [get] http://localhost/dams/doctor/change-password.php, already added
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [javascript] javascript:void(0) 
2026-05-09:15:19:40	root	INFO	[Functions.py:287]	Unsure about method javascript, will allow.
2026-05-09:15:19:40	root	INFO	[Classes.py:135]	failed to add node [javascript] javascript:void(0), already added
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [get] http://localhost/dams/doctor/view-appointment-detail.php?editid=4&&aptid=611388102 
2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	INFO	[Classes.py:135]	failed to add node [get] http://localhost/dams/doctor/view-appointment-detail.php?editid=4&&aptid=611388102, already added
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [get] http://localhost/dams/doctor/approved-appointment.php 
2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	INFO	[Classes.py:135]	failed to add node [get] http://localhost/dams/doctor/approved-appointment.php, already added
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [get] http://localhost/dams/doctor/logout.php 
2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	DEBUG	[Functions.py:337]	Different origins http://localhost/dams/doctor/dashboard.php and http://localhost/dams/doctor/logout.php
2026-05-09:15:19:40	root	INFO	[Classes.py:1812]	Not allowed to add edge: [get] http://localhost/dams/doctor/profile.php -(get None[False])-> [get] http://localhost/dams/doctor/logout.php
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [get] http://localhost/dams/doctor/search.php 
2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	INFO	[Classes.py:135]	failed to add node [get] http://localhost/dams/doctor/search.php, already added
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [get] http://localhost/dams/doctor/profile.php#menubar-customizer 
2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [get] http://localhost/dams/doctor/view-appointment-detail.php?editid=5&&aptid=607441873 
2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	INFO	[Classes.py:135]	failed to add node [get] http://localhost/dams/doctor/view-appointment-detail.php?editid=5&&aptid=607441873, already added
2026-05-09:15:19:40	root	INFO	[Classes.py:1806]	from URLs [get] http://localhost/dams/doctor/cancelled-appointment.php 
2026-05-09:15:19:40	root	WARNING	[Functions.py:325]	Using blacklisted terms!
2026-05-09:15:19:40	root	INFO	[Classes.py:135]	failed to add node [get] http://localhost/dams/doctor/cancelled-appointment.php, already added
